img_name,lbl_name,x_min,y_min,x_max,y_max
93_A0030_3-034.jpg,93_A0030_3-034.png,168,292,210,342
94_A0030_3-035.jpg,94_A0030_3-035.png,163,292,210,345
95_A0030_3-033.jpg,95_A0030_3-033.png,175,291,203,330
96_A0030_3-037.jpg,96_A0030_3-037.png,160,296,208,339
97_A0030_2-038.jpg,97_A0030_2-038.png,156,284,213,327
98_A0030_3-036.jpg,98_A0030_3-036.png,166,291,212,345
99_A0030_2-037.jpg,99_A0030_2-037.png,159,281,213,334
100_A0030_1-036.jpg,100_A0030_1-036.png,152,289,211,334
101_A0030_2-035.jpg,101_A0030_2-035.png,166,286,203,327
102_A0030_1-035.jpg,102_A0030_1-035.png,156,280,206,343
103_A0030_1-034.jpg,103_A0030_1-034.png,157,288,199,338
104_A0030_1-033.jpg,104_A0030_1-033.png,163,292,203,331
105_A0030_2-036.jpg,105_A0030_2-036.png,160,283,207,336
106_A0031_3-035.jpg,106_A0031_3-035.png,110,330,175,392
107_A0031_3-036.jpg,107_A0031_3-036.png,107,330,171,395
108_A0031_3-037.jpg,108_A0031_3-037.png,104,332,166,397
109_A0031_2-037.jpg,109_A0031_2-037.png,103,330,169,393
110_A0031_2-036.jpg,110_A0031_2-036.png,112,333,175,401
111_A0031_1-036.jpg,111_A0031_1-036.png,109,330,168,398
112_A0031_1-035.jpg,112_A0031_1-035.png,109,329,173,398
113_A0031_1-034.jpg,113_A0031_1-034.png,118,334,175,399
114_A0031_1-033.jpg,114_A0031_1-033.png,127,349,167,395
115_A0032_3-024.jpg,115_A0032_3-024.png,338,163,389,267
116_A0032_3-023.jpg,116_A0032_3-023.png,331,180,396,272
117_A0032_1-024.jpg,117_A0032_1-024.png,333,176,387,258
118_A0033_3-029.jpg,118_A0033_3-029.png,148,168,190,209
119_A0033_3-030.jpg,119_A0033_3-030.png,148,159,191,206
120_A0033_2-029.jpg,120_A0033_2-029.png,143,167,188,215
121_A0033_2-028.jpg,121_A0033_2-028.png,145,174,186,215
122_A0033_1-030.jpg,122_A0033_1-030.png,146,162,187,212
123_A0033_1-029.jpg,123_A0033_1-029.png,148,173,186,209
124_A0034_1-23.jpg,124_A0034_1-23.png,325,268,389,355
125_A0034_1-21.jpg,125_A0034_1-21.png,319,250,395,355
126_A0034_1-11.jpg,126_A0034_1-11.png,307,259,388,348
127_A0034_1-10.jpg,127_A0034_1-10.png,316,250,392,350
128_A0034_1-08.jpg,128_A0034_1-08.png,310,270,388,351
129_A0035_1-26.jpg,129_A0035_1-26.png,122,223,170,270
130_A0035_1-28.jpg,130_A0035_1-28.png,117,221,172,270
131_A0035_1-27.jpg,131_A0035_1-27.png,113,219,172,268
132_A0036_3-014.jpg,132_A0036_3-014.png,301,262,342,302
133_A0036_3-015.jpg,133_A0036_3-015.png,301,265,348,312
134_A0036_3-016.jpg,134_A0036_3-016.png,311,265,348,304
135_A0036_3-013.jpg,135_A0036_3-013.png,301,261,340,309
136_A0036_2-016.jpg,136_A0036_2-016.png,305,263,340,303
137_A0036_1-013.jpg,137_A0036_1-013.png,300,257,338,303
138_A0036_1-014.jpg,138_A0036_1-014.png,297,259,348,302
139_A0036_1-016.jpg,139_A0036_1-016.png,304,256,343,303
140_A0036_1-015.jpg,140_A0036_1-015.png,293,260,342,304
141_A0036_2-013.jpg,141_A0036_2-013.png,298,265,345,306
142_A0036_2-014.jpg,142_A0036_2-014.png,294,262,346,311
143_A0036_2-015.jpg,143_A0036_2-015.png,307,265,342,304
144_A0037_3-017.jpg,144_A0037_3-017.png,328,213,380,262
145_A0039_2-025.jpg,145_A0039_2-025.png,311,191,385,283
146_A0039_2-024.jpg,146_A0039_2-024.png,295,165,395,292
147_A0039_2-021.jpg,147_A0039_2-021.png,290,169,388,284
148_A0039_2-022.jpg,148_A0039_2-022.png,296,171,389,285
149_A0039_2-020.jpg,149_A0039_2-020.png,295,177,380,285
150_A0039_2-023.jpg,150_A0039_2-023.png,296,174,385,279
151_A0039_3-020.jpg,151_A0039_3-020.png,291,171,383,280
152_A0039_3-019.jpg,152_A0039_3-019.png,288,173,380,276
153_A0039_3-021.jpg,153_A0039_3-021.png,287,168,384,281
154_A0039_3-022.jpg,154_A0039_3-022.png,295,171,389,283
155_A0039_3-023.jpg,155_A0039_3-023.png,292,174,388,279
156_A0039_3-024.jpg,156_A0039_3-024.png,305,169,401,286
157_A0039_3-025.jpg,157_A0039_3-025.png,307,191,381,277
158_A0039_2-018.jpg,158_A0039_2-018.png,296,184,372,292
159_A0039_3-018.jpg,159_A0039_3-018.png,299,177,372,286
160_A0039_1-018.jpg,160_A0039_1-018.png,293,178,363,230
161_A0039_1-019.jpg,161_A0039_1-019.png,292,170,372,271
162_A0039_1-020.jpg,162_A0039_1-020.png,292,166,376,273
163_A0039_1-021.jpg,163_A0039_1-021.png,291,158,384,277
164_A0039_1-022.jpg,164_A0039_1-022.png,286,157,381,273
165_A0039_1-023.jpg,165_A0039_1-023.png,293,164,384,283
166_A0039_1-024.jpg,166_A0039_1-024.png,301,154,399,279
167_A0039_1-025.jpg,167_A0039_1-025.png,306,180,380,268
168_A0040_2-009.jpg,168_A0040_2-009.png,299,265,389,344
169_A0040_2-012.jpg,169_A0040_2-012.png,299,263,371,350
170_A0040_2-011.jpg,170_A0040_2-011.png,299,262,375,350
171_A0040_2-010.jpg,171_A0040_2-010.png,300,265,379,352
172_A0040_2-008.jpg,172_A0040_2-008.png,303,256,376,345
173_A0040_3-009.jpg,173_A0040_3-009.png,296,269,397,352
174_A0040_3-010.jpg,174_A0040_3-010.png,293,261,379,355
175_A0040_3-012.jpg,175_A0040_3-012.png,300,274,392,354
176_A0040_1-011.jpg,176_A0040_1-011.png,297,267,377,352
177_A0040_1-010.jpg,177_A0040_1-010.png,296,268,371,345
178_A0040_1-009.jpg,178_A0040_1-009.png,296,262,378,347
179_A0040_1-008.jpg,179_A0040_1-008.png,304,265,371,353
180_A0040_1-012.jpg,180_A0040_1-012.png,301,271,375,345
181_A0042_3-048.jpg,181_A0042_3-048.png,167,349,216,412
182_A0042_3-049.jpg,182_A0042_3-049.png,170,349,219,409
183_A0042_1-046.jpg,183_A0042_1-046.png,175,353,220,414
184_A0042_1-049.jpg,184_A0042_1-049.png,165,359,219,409
185_A0042_1-050.jpg,185_A0042_1-050.png,175,361,220,404
186_A0042_2-046.jpg,186_A0042_2-046.png,170,356,216,415
187_A0045_1-05.jpg,187_A0045_1-05.png,360,274,403,318
188_A0045_1-06.jpg,188_A0045_1-06.png,363,273,403,320
189_A0045_1-06.jpg,189_A0045_1-06.png,361,265,403,315
190_A0046_2-025.jpg,190_A0046_2-025.png,137,285,223,379
191_A0046_2-026.jpg,191_A0046_2-026.png,138,282,219,377
192_A0046_2-027.jpg,192_A0046_2-027.png,144,281,220,377
193_A0046_1-026.jpg,193_A0046_1-026.png,136,282,223,377
194_A0046_1-026.jpg,194_A0046_1-026.png,134,281,224,371
195_A0046_2-025.jpg,195_A0046_2-025.png,135,285,223,371
196_A0046_3-026.jpg,196_A0046_3-026.png,139,289,223,377
197_A0046_1-025.jpg,197_A0046_1-025.png,148,288,224,375
198_A0047_1-20.jpg,198_A0047_1-20.png,178,242,203,278
199_A0049_3-034.jpg,199_A0049_3-034.png,325,274,384,332
200_A0049_3-035.jpg,200_A0049_3-035.png,317,277,381,330
201_A0049_3-033.jpg,201_A0049_3-033.png,326,277,366,330
202_A0049_2-035.jpg,202_A0049_2-035.png,326,282,376,332
203_A0049_1-034.jpg,203_A0049_1-034.png,333,268,366,317
204_A0049_1-035.jpg,204_A0049_1-035.png,328,269,374,330
205_A0049_1-036.jpg,205_A0049_1-036.png,332,268,378,323
206_A0049_2-033.jpg,206_A0049_2-033.png,323,280,370,330
207_A0049_2-034.jpg,207_A0049_2-034.png,321,276,381,335
208_A0052_1-04.jpg,208_A0052_1-04.png,304,295,339,334
209_A0053_3-017.jpg,209_A0053_3-017.png,149,268,222,375
210_A0053_3-014.jpg,210_A0053_3-014.png,145,290,228,397
211_A0053_1-014.jpg,211_A0053_1-014.png,156,305,228,397
212_A0053_1-015.jpg,212_A0053_1-015.png,145,283,232,395
213_A0053_1-017.jpg,213_A0053_1-017.png,146,232,228,381
214_A0053_1-018.jpg,214_A0053_1-018.png,151,242,227,374
215_A0053_1-016.jpg,215_A0053_1-016.png,151,274,228,388
216_A0053_2-014.jpg,216_A0053_2-014.png,145,299,229,391
217_A0053_2-016.jpg,217_A0053_2-016.png,146,268,230,380
218_A0053_2-017.jpg,218_A0053_2-017.png,143,223,231,372
219_A0053_2-013.jpg,219_A0053_2-013.png,151,318,224,392
220_A0054_3-011.jpg,220_A0054_3-011.png,274,314,353,383
221_A0054_3-012.jpg,221_A0054_3-012.png,267,312,345,392
222_A0054_3-013.jpg,222_A0054_3-013.png,268,309,348,382
223_A0054_3-014.jpg,223_A0054_3-014.png,272,311,343,384
224_A0054_2-014.jpg,224_A0054_2-014.png,276,314,341,380
225_A0054_1-010.jpg,225_A0054_1-010.png,278,314,351,382
226_A0054_1-011.jpg,226_A0054_1-011.png,275,311,350,383
227_A0054_1-012.jpg,227_A0054_1-012.png,269,311,345,386
228_A0054_1-014.jpg,228_A0054_1-014.png,272,314,344,374
229_A0054_1-013.jpg,229_A0054_1-013.png,263,318,345,376
230_A0054_2-010.jpg,230_A0054_2-010.png,275,312,352,391
231_A0054_2-011.jpg,231_A0054_2-011.png,275,310,342,383
232_A0054_2-012.jpg,232_A0054_2-012.png,269,312,341,377
233_A0054_2-013.jpg,233_A0054_2-013.png,272,309,344,382
234_A0055_3-021.jpg,234_A0055_3-021.png,325,344,376,401
235_A0055_1-023.jpg,235_A0055_1-023.png,328,328,383,392
236_A0055_2-022.jpg,236_A0055_2-022.png,334,335,378,393
237_A0055_2-021.jpg,237_A0055_2-021.png,328,341,380,404
238_A0055_1-022.jpg,238_A0055_1-022.png,330,333,381,397
239_A0055_1-021.jpg,239_A0055_1-021.png,328,342,382,403
240_A0056_1-15.jpg,240_A0056_1-15.png,122,271,208,350
241_A0056_1-14.jpg,241_A0056_1-14.png,107,250,207,351
242_A0062_1-02.jpg,242_A0062_1-02.png,157,272,218,313
243_A0062_1-06.jpg,243_A0062_1-06.png,161,267,222,306
244_A0063_1-31.jpg,244_A0063_1-31.png,147,298,225,389
245_A0063_1-30.jpg,245_A0063_1-30.png,143,298,227,392
246_A0063_3-028.jpg,246_A0063_3-028.png,154,324,218,391
247_A0063_3-026.jpg,247_A0063_3-026.png,163,327,218,396
248_A0063_3-031.jpg,248_A0063_3-031.png,153,324,221,389
249_A0063_3-030.jpg,249_A0063_3-030.png,157,324,217,393
250_A0063_3-029.jpg,250_A0063_3-029.png,151,321,216,389
251_A0063_3-027.jpg,251_A0063_3-027.png,154,325,216,393
252_A0063_1-32.jpg,252_A0063_1-32.png,145,297,222,389
253_A0063_1-36.jpg,253_A0063_1-36.png,181,320,230,389
254_A0063_2-030.jpg,254_A0063_2-030.png,146,324,219,392
255_A0063_2-028.jpg,255_A0063_2-028.png,155,324,213,388
256_A0063_2-027.jpg,256_A0063_2-027.png,156,324,216,386
257_A0063_2-026.jpg,257_A0063_2-026.png,154,330,219,389
258_A0063_2-029.jpg,258_A0063_2-029.png,152,324,216,386
259_A0063_1-033.jpg,259_A0063_1-033.png,156,313,215,386
260_A0063_1-034.jpg,260_A0063_1-034.png,158,322,221,388
261_A0063_1-032.jpg,261_A0063_1-032.png,160,323,222,389
262_A0063_1-031.jpg,262_A0063_1-031.png,159,319,222,386
263_A0064_2-027.jpg,263_A0064_2-027.png,162,268,218,332
264_A0064_2-023.jpg,264_A0064_2-023.png,175,269,230,339
265_A0064_3-027.jpg,265_A0064_3-027.png,157,265,217,339
266_A0064_3-028.jpg,266_A0064_3-028.png,165,272,210,336
267_A0064_3-029.jpg,267_A0064_3-029.png,163,271,207,331
268_A0064_1-028.jpg,268_A0064_1-028.png,160,267,222,340
269_A0064_1-025.jpg,269_A0064_1-025.png,176,259,227,337
270_A0065_3-036.jpg,270_A0065_3-036.png,113,268,166,316
271_A0065_3-037.jpg,271_A0065_3-037.png,116,266,168,318
272_A0065_3-038.jpg,272_A0065_3-038.png,111,256,170,316
273_A0065_3-039.jpg,273_A0065_3-039.png,109,259,169,315
274_A0065_1-036.jpg,274_A0065_1-036.png,114,265,170,315
275_A0065_1-038.jpg,275_A0065_1-038.png,112,253,168,319
276_A0065_1-039.jpg,276_A0065_1-039.png,109,255,169,312
277_A0065_2-038.jpg,277_A0065_2-038.png,107,261,166,315
278_A0065_2-037.jpg,278_A0065_2-037.png,108,263,168,313
279_A0065_2-036.jpg,279_A0065_2-036.png,114,262,169,306
280_A0065_2-039.jpg,280_A0065_2-039.png,112,261,172,308
281_A0070_2-018.jpg,281_A0070_2-018.png,186,184,232,252
282_A0070_1-015.jpg,282_A0070_1-015.png,184,190,232,226
283_A0070_1-018.jpg,283_A0070_1-018.png,189,191,237,255
284_A0072_3-008.jpg,284_A0072_3-008.png,199,269,240,325
285_A0072_3-007.jpg,285_A0072_3-007.png,192,261,236,317
286_A0072_2-008.jpg,286_A0072_2-008.png,198,274,234,316
287_A0072_1-008.jpg,287_A0072_1-008.png,201,267,235,312
288_A0072_1-007.jpg,288_A0072_1-007.png,200,261,232,312
289_A0072_1-07.jpg,289_A0072_1-07.png,201,262,239,315
290_A0075_1-031.jpg,290_A0075_1-031.png,144,317,191,354
291_A0077_3-040.jpg,291_A0077_3-040.png,292,284,350,350
292_A0077_2-040.jpg,292_A0077_2-040.png,286,284,345,341
293_A0077_2-041.jpg,293_A0077_2-041.png,287,283,347,340
294_A0077_1-038.jpg,294_A0077_1-038.png,292,290,351,350
295_A0077_1-040.jpg,295_A0077_1-040.png,290,284,347,347
296_A0077_1-039.jpg,296_A0077_1-039.png,284,283,345,353
297_A0078_1-067.jpg,297_A0078_1-067.png,287,313,344,358
298_A0082_1-012.jpg,298_A0082_1-012.png,172,249,234,336
299_A0091_1-063.jpg,299_A0091_1-063.png,312,192,357,239
300_A0091_1-064.jpg,300_A0091_1-064.png,314,196,347,235
301_A0091_1-062.jpg,301_A0091_1-062.png,298,195,356,240
302_A0094_1-071.jpg,302_A0094_1-071.png,293,220,333,265
303_A0094_1-072.jpg,303_A0094_1-072.png,289,216,328,262
304_A0097_1-34.jpg,304_A0097_1-34.png,309,239,368,318
305_A0097_1-35.jpg,305_A0097_1-35.png,299,239,365,300
306_A0098_1-169.jpg,306_A0098_1-169.png,310,292,339,324
307_A0102_1-05.jpg,307_A0102_1-05.png,275,221,381,317
308_A0102_1-04.jpg,308_A0102_1-04.png,272,213,382,327
309_A0105_1-036.jpg,309_A0105_1-036.png,178,246,205,283
310_A0108_3-015.jpg,310_A0108_3-015.png,310,185,430,338
311_A0108_3-014.jpg,311_A0108_3-014.png,322,193,428,339
312_A0108_2-018.jpg,312_A0108_2-018.png,323,191,436,346
313_A0108_1-014.jpg,313_A0108_1-014.png,328,189,420,341
314_A0108_1-015.jpg,314_A0108_1-015.png,310,179,428,347
315_A0108_1-017.jpg,315_A0108_1-017.png,312,183,432,344
316_A0108_1-011.jpg,316_A0108_1-011.png,319,224,405,332
317_A0112_1-034.jpg,317_A0112_1-034.png,336,303,383,360
318_A0112_1-035.jpg,318_A0112_1-035.png,339,293,378,359
319_A0114_2-037.jpg,319_A0114_2-037.png,121,353,202,433
320_A0114_3-038.jpg,320_A0114_3-038.png,122,357,195,428
321_A0114_3-039.jpg,321_A0114_3-039.png,113,348,197,433
322_A0114_3-042.jpg,322_A0114_3-042.png,116,344,187,435
323_A0114_1-36.jpg,323_A0114_1-36.png,126,346,199,430
324_A0114_1-038.jpg,324_A0114_1-038.png,125,352,201,430
325_A0115_2-020.jpg,325_A0115_2-020.png,187,305,232,353
326_A0115_3-021.jpg,326_A0115_3-021.png,184,309,233,356
327_A0115_2-021.jpg,327_A0115_2-021.png,187,309,232,350
328_A0115_1-020.jpg,328_A0115_1-020.png,179,302,239,356
329_A0118_2-017.jpg,329_A0118_2-017.png,147,309,230,400
330_A0118_2-018.jpg,330_A0118_2-018.png,150,306,223,396
331_A0118_3-016.jpg,331_A0118_3-016.png,132,307,236,412
332_A0118_3-011.jpg,332_A0118_3-011.png,94,305,233,409
333_A0118_3-012.jpg,333_A0118_3-012.png,107,300,236,415
334_A0118_3-013.jpg,334_A0118_3-013.png,115,305,234,415
335_A0118_3-014.jpg,335_A0118_3-014.png,123,300,241,406
336_A0118_3-015.jpg,336_A0118_3-015.png,128,308,238,409
337_A0118_3-018.jpg,337_A0118_3-018.png,152,306,219,404
338_A0118_2-014.jpg,338_A0118_2-014.png,131,295,242,405
339_A0118_3-010.jpg,339_A0118_3-010.png,112,305,230,407
340_A0118_2-013.jpg,340_A0118_2-013.png,122,301,242,406
341_A0118_2-011.jpg,341_A0118_2-011.png,104,298,228,410
342_A0118_2-012.jpg,342_A0118_2-012.png,110,295,240,411
343_A0118_1-010.jpg,343_A0118_1-010.png,110,306,228,411
344_A0118_1-013.jpg,344_A0118_1-013.png,117,301,237,412
345_A0118_1-014.jpg,345_A0118_1-014.png,118,301,237,409
346_A0118_1-015.jpg,346_A0118_1-015.png,130,309,236,414
347_A0118_1-017.jpg,347_A0118_1-017.png,142,309,226,409
348_A0118_1-018.jpg,348_A0118_1-018.png,154,305,219,406
349_A0118_2-010.jpg,349_A0118_2-010.png,97,304,233,396
350_A0118_1-016.jpg,350_A0118_1-016.png,133,310,232,408
351_A0121_1-35.jpg,351_A0121_1-35.png,332,248,400,307
352_A0123_2-031.jpg,352_A0123_2-031.png,130,301,201,382
353_A0123_2-030.jpg,353_A0123_2-030.png,125,294,198,371
354_A0123_1-028.jpg,354_A0123_1-028.png,131,303,213,375
355_A0123_1-029.jpg,355_A0123_1-029.png,127,300,210,384
356_A0125_3-025.jpg,356_A0125_3-025.png,139,289,204,352
357_A0125_3-026.jpg,357_A0125_3-026.png,142,282,207,355
358_A0125_2-024.jpg,358_A0125_2-024.png,142,298,208,354
359_A0125_1-026.jpg,359_A0125_1-026.png,142,292,206,374
360_A0130_3-031.jpg,360_A0130_3-031.png,325,307,392,374
361_A0130_3-032.jpg,361_A0130_3-032.png,338,297,396,363
362_A0130_3-033.jpg,362_A0130_3-033.png,329,303,394,366
363_A0130_3-034.jpg,363_A0130_3-034.png,334,295,404,365
364_A0130_3-030.jpg,364_A0130_3-030.png,331,312,400,387
365_A0130_1-031.jpg,365_A0130_1-031.png,332,307,387,376
366_A0130_1-029.jpg,366_A0130_1-029.png,334,318,393,371
367_A0130_1-030.jpg,367_A0130_1-030.png,329,306,392,370
368_A0130_1-033.jpg,368_A0130_1-033.png,338,302,413,378
369_A0130_1-034.jpg,369_A0130_1-034.png,334,295,395,357
370_A0130_1-032.jpg,370_A0130_1-032.png,336,303,403,371
371_A0130_2-030.jpg,371_A0130_2-030.png,324,315,404,383
372_A0130_2-031.jpg,372_A0130_2-031.png,325,309,390,374
373_A0130_2-032.jpg,373_A0130_2-032.png,330,295,416,383
374_A0130_2-033.jpg,374_A0130_2-033.png,339,303,400,369
375_A0130_2-034.jpg,375_A0130_2-034.png,339,294,392,353
376_A0131_2-018.jpg,376_A0131_2-018.png,142,283,199,327
377_A0131_2-017.jpg,377_A0131_2-017.png,130,269,189,336
378_A0131_2-016.jpg,378_A0131_2-016.png,128,269,188,348
379_A0131_2-014.jpg,379_A0131_2-014.png,117,255,195,351
380_A0131_2-012.jpg,380_A0131_2-012.png,128,254,204,361
381_A0131_2-015.jpg,381_A0131_2-015.png,134,268,190,345
382_A0131_2-011.jpg,382_A0131_2-011.png,125,265,194,356
383_A0131_3-011.jpg,383_A0131_3-011.png,128,266,195,365
384_A0131_3-012.jpg,384_A0131_3-012.png,122,255,207,377
385_A0131_3-013.jpg,385_A0131_3-013.png,114,246,198,359
386_A0131_3-014.jpg,386_A0131_3-014.png,112,256,216,363
387_A0131_3-015.jpg,387_A0131_3-015.png,126,256,216,376
388_A0131_3-016.jpg,388_A0131_3-016.png,128,265,198,353
389_A0131_3-017.jpg,389_A0131_3-017.png,132,268,198,351
390_A0131_1-14.jpg,390_A0131_1-14.png,125,254,189,359
391_A0131_1-15.jpg,391_A0131_1-15.png,110,259,192,356
392_A0131_1-13.jpg,392_A0131_1-13.png,113,259,188,354
393_A0131_1-012.jpg,393_A0131_1-012.png,125,254,193,353
394_A0131_1-013.jpg,394_A0131_1-013.png,119,248,200,355
395_A0131_1-014.jpg,395_A0131_1-014.png,120,258,187,353
396_A0131_1-015.jpg,396_A0131_1-015.png,119,265,194,350
397_A0131_1-016.jpg,397_A0131_1-016.png,130,262,195,349
398_A0135_2-020.jpg,398_A0135_2-020.png,128,249,219,342
399_A0135_2-021.jpg,399_A0135_2-021.png,109,242,228,333
400_A0135_2-022.jpg,400_A0135_2-022.png,123,249,225,330
401_A0135_3-019.jpg,401_A0135_3-019.png,129,250,213,339
402_A0135_3-020.jpg,402_A0135_3-020.png,122,258,223,340
403_A0135_3-021.jpg,403_A0135_3-021.png,122,260,222,330
404_A0135_3-022.jpg,404_A0135_3-022.png,122,256,225,333
405_A0135_1-020.jpg,405_A0135_1-020.png,128,259,219,330
406_A0135_1-021.jpg,406_A0135_1-021.png,128,256,228,330
407_A0135_1-022.jpg,407_A0135_1-022.png,121,243,228,342
408_A0136_3-011.jpg,408_A0136_3-011.png,269,242,326,303
409_A0136_3-012.jpg,409_A0136_3-012.png,267,242,329,298
410_A0136_3-010.jpg,410_A0136_3-010.png,267,234,319,294
